"gene","pct.1","pct.2","description","pct_treated_cells_minus_pct_ctrl"
"SLC23A2",0.029,0.111,"solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]",0.082
"AAR2",0.029,0.111,"AAR2 splicing factor [Source:HGNC Symbol;Acc:HGNC:15886]",0.082
"DSN1",0.029,0.111,"DSN1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:16165]",0.082
"ZGPAT",0.029,0.111,"zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]",0.082
"ZBTB21",0.029,0.111,"zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]",0.082
"UFD1",0.029,0.111,"ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]",0.082
"JADE3",0.029,0.111,"jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]",0.082
"ELK1",0.029,0.111,"ETS transcription factor ELK1 [Source:HGNC Symbol;Acc:HGNC:3321]",0.082
"MIER1",0.069,0.148,"MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]",0.07899999999999999
"CYB5R4",0.069,0.148,"cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147]",0.07899999999999999
"MICAL1",0.069,0.148,"microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]",0.07899999999999999
"PAN3",0.069,0.148,"poly(A) specific ribonuclease subunit PAN3 [Source:HGNC Symbol;Acc:HGNC:29991]",0.07899999999999999
"NPEPL1",0.069,0.148,"aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:16244]",0.07899999999999999
"POLE3",0.069,0.148,"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]",0.07899999999999999
"PARP4",0.069,0.148,"poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]",0.07899999999999999
"MIA2",0.069,0.148,"MIA SH3 domain ER export factor 2 [Source:HGNC Symbol;Acc:HGNC:18432]",0.07899999999999999
"CSNK1D",0.069,0.148,"casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]",0.07899999999999999
"PHTF1",0.069,0.148,"putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]",0.07899999999999999
"PYHIN1",0.069,0.148,"pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]",0.07899999999999999
"GNPAT",0.069,0.148,"glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]",0.07899999999999999
"QARS",0.069,0.148,"glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9751]",0.07899999999999999
"MANBA",0.069,0.148,"mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]",0.07899999999999999
"BAK1",0.069,0.148,"BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]",0.07899999999999999
"MPC1",0.069,0.148,"mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]",0.07899999999999999
"MRPL32",0.069,0.148,"mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]",0.07899999999999999
"C9orf78",0.069,0.148,"chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]",0.07899999999999999
"LCN8",0.069,0.148,"lipocalin 8 [Source:HGNC Symbol;Acc:HGNC:27038]",0.07899999999999999
"PAXX",0.069,0.148,"PAXX non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849]",0.07899999999999999
"TRIM8",0.069,0.148,"tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]",0.07899999999999999
"MDM2",0.069,0.148,"MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]",0.07899999999999999
"BAZ1A",0.069,0.148,"bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]",0.07899999999999999
"KATNBL1",0.069,0.148,"katanin regulatory subunit B1 like 1 [Source:HGNC Symbol;Acc:HGNC:26199]",0.07899999999999999
"ZFAND6",0.069,0.148,"zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]",0.07899999999999999
"DEF8",0.069,0.148,"differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]",0.07899999999999999
"BECN1",0.069,0.148,"beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]",0.07899999999999999
"NFATC1",0.069,0.148,"nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]",0.07899999999999999
"SNRNP70",0.441,0.519,"small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150]",0.07800000000000001
"HVCN1",0.255,0.333,"hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]",0.07800000000000001
"RPS6",0.922,1,"ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]",0.07799999999999996
"BLOC1S2",0.108,0.185,"biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]",0.077
"CCNL2",0.108,0.185,"cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]",0.077
"COL9A2",0.108,0.185,"collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]",0.077
"SRSF8",0.108,0.185,"serine and arginine rich splicing factor 8 [Source:HGNC Symbol;Acc:HGNC:16988]",0.077
"DDHD1",0.108,0.185,"DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]",0.077
"EWSR1",0.108,0.185,"EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]",0.077
"ALG13",0.108,0.185,"ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]",0.077
"CLK1",0.186,0.259,"CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]",0.07300000000000001
"DAXX",0.039,0.111,"death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]",0.07200000000000001
"BAZ1B",0.039,0.111,"bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]",0.07200000000000001
"AAAS",0.039,0.111,"aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]",0.07200000000000001
"DLGAP1-AS1",0.039,0.111,"DLGAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31676]",0.07200000000000001
"FAF2",0.039,0.111,"Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666]",0.07200000000000001
"SLC25A28",0.039,0.111,"solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]",0.07200000000000001
"NADK",0.039,0.111,"NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]",0.07200000000000001
"LINC00339",0.039,0.111,"long intergenic non-protein coding RNA 339 [Source:HGNC Symbol;Acc:HGNC:25011]",0.07200000000000001
"C1orf122",0.039,0.111,"chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789]",0.07200000000000001
"FOXJ3",0.039,0.111,"forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]",0.07200000000000001
"POMGNT1",0.039,0.111,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]",0.07200000000000001
"MIGA1",0.039,0.111,"mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]",0.07200000000000001
"ISG20L2",0.039,0.111,"interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]",0.07200000000000001
"SMG7",0.039,0.111,"SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]",0.07200000000000001
"UCHL5",0.039,0.111,"ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]",0.07200000000000001
"R3HDM1",0.039,0.111,"R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]",0.07200000000000001
"RBMS1",0.039,0.111,"RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]",0.07200000000000001
"IFIH1",0.039,0.111,"interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]",0.07200000000000001
"MTX2",0.039,0.111,"metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]",0.07200000000000001
"PPIL3",0.039,0.111,"peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]",0.07200000000000001
"ATG4B",0.039,0.111,"autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]",0.07200000000000001
"CMC1",0.039,0.111,"C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783]",0.07200000000000001
"UBA3",0.039,0.111,"ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]",0.07200000000000001
"ARMC8",0.039,0.111,"armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]",0.07200000000000001
"DNAJB11",0.039,0.111,"DnaJ heat shock protein family (Hsp40) member B11 [Source:HGNC Symbol;Acc:HGNC:14889]",0.07200000000000001
"MAN2B2",0.039,0.111,"mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]",0.07200000000000001
"CISD2",0.039,0.111,"CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]",0.07200000000000001
"TCERG1",0.039,0.111,"transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]",0.07200000000000001
"DCTN4",0.039,0.111,"dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]",0.07200000000000001
"TRIM41",0.039,0.111,"tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]",0.07200000000000001
"TRIM26",0.039,0.111,"tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]",0.07200000000000001
"SRF",0.039,0.111,"serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]",0.07200000000000001
"SNX14",0.039,0.111,"sorting nexin 14 [Source:HGNC Symbol;Acc:HGNC:14977]",0.07200000000000001
"FAM126A",0.039,0.111,"family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]",0.07200000000000001
"NSUN5",0.039,0.111,"NOP2/Sun RNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:16385]",0.07200000000000001
"BET1",0.039,0.111,"Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]",0.07200000000000001
"LRWD1",0.039,0.111,"leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769]",0.07200000000000001
"AC004918.1",0.039,0.111,"novel transcript, antisense to AGK",0.07200000000000001
"INSIG1",0.039,0.111,"insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]",0.07200000000000001
"NBN",0.039,0.111,"nibrin [Source:HGNC Symbol;Acc:HGNC:7652]",0.07200000000000001
"NMRK1",0.039,0.111,"nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]",0.07200000000000001
"AUH",0.039,0.111,"AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]",0.07200000000000001
"STX17",0.039,0.111,"syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]",0.07200000000000001
"DPM2",0.039,0.111,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]",0.07200000000000001
"ARRDC1",0.039,0.111,"arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]",0.07200000000000001
"MARCH5",0.039,0.111,"membrane associated ring-CH-type finger 5 [Source:HGNC Symbol;Acc:HGNC:26025]",0.07200000000000001
"EXOSC1",0.039,0.111,"exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]",0.07200000000000001
"PPP2R2D",0.039,0.111,"protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]",0.07200000000000001
"DNAJC24",0.039,0.111,"DnaJ heat shock protein family (Hsp40) member C24 [Source:HGNC Symbol;Acc:HGNC:26979]",0.07200000000000001
"APAF1",0.039,0.111,"apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]",0.07200000000000001
"KMT5A",0.039,0.111,"lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]",0.07200000000000001
"WBP4",0.039,0.111,"WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]",0.07200000000000001
"COG3",0.039,0.111,"component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]",0.07200000000000001
"ERCC5",0.039,0.111,"ERCC excision repair 5, endonuclease [Source:HGNC Symbol;Acc:HGNC:3437]",0.07200000000000001
"IFT43",0.039,0.111,"intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669]",0.07200000000000001
"GOLGA5",0.039,0.111,"golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]",0.07200000000000001
"DICER1-AS1",0.039,0.111,"DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]",0.07200000000000001
"BOLA2",0.039,0.111,"bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]",0.07200000000000001
"SIAH1",0.039,0.111,"siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]",0.07200000000000001
"ADCY7",0.039,0.111,"adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]",0.07200000000000001
"ATP6V0D1",0.039,0.111,"ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]",0.07200000000000001
"SLC7A6",0.039,0.111,"solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]",0.07200000000000001
"GIT1",0.039,0.111,"GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]",0.07200000000000001
"SLC35B1",0.039,0.111,"solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]",0.07200000000000001
"SPATA20",0.039,0.111,"spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]",0.07200000000000001
"MAFG",0.039,0.111,"MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]",0.07200000000000001
"RNF138",0.039,0.111,"ring finger protein 138 [Source:HGNC Symbol;Acc:HGNC:17765]",0.07200000000000001
"ZNF397",0.039,0.111,"zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818]",0.07200000000000001
"ZNF266",0.039,0.111,"zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059]",0.07200000000000001
"ARRDC2",0.039,0.111,"arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225]",0.07200000000000001
"ZNF708",0.039,0.111,"zinc finger protein 708 [Source:HGNC Symbol;Acc:HGNC:12945]",0.07200000000000001
"CNOT3",0.039,0.111,"CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]",0.07200000000000001
"LENG1",0.039,0.111,"leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]",0.07200000000000001
"ZNF587B",0.039,0.111,"zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]",0.07200000000000001
"CDS2",0.039,0.111,"CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801]",0.07200000000000001
"L3MBTL1",0.039,0.111,"L3MBTL histone methyl-lysine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15905]",0.07200000000000001
"UCKL1",0.039,0.111,"uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]",0.07200000000000001
"PI4KA",0.039,0.111,"phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol;Acc:HGNC:8983]",0.07200000000000001
"CRKL",0.039,0.111,"CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]",0.07200000000000001
"NCAPH2",0.039,0.111,"non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]",0.07200000000000001
"ASMTL",0.039,0.111,"acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]",0.07200000000000001
"WWC3",0.039,0.111,"WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237]",0.07200000000000001
"RPGR",0.039,0.111,"retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:HGNC:10295]",0.07200000000000001
"PGRMC1",0.039,0.111,"progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]",0.07200000000000001
"SENP6",0.078,0.148,"SUMO specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]",0.06999999999999999
"SMC5",0.078,0.148,"structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]",0.06999999999999999
"LUC7L",0.078,0.148,"LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]",0.06999999999999999
"RICTOR",0.078,0.148,"RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]",0.06999999999999999
"KDM7A",0.078,0.148,"lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]",0.06999999999999999
"PIP4P1",0.078,0.148,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19299]",0.06999999999999999
"DUS1L",0.078,0.148,"dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]",0.06999999999999999
"U2AF2",0.078,0.148,"U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]",0.06999999999999999
"CRLS1",0.078,0.148,"cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148]",0.06999999999999999
"FMR1",0.078,0.148,"fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]",0.06999999999999999
"ATP11A",0.118,0.185,"ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]",0.067
"DOCK10",0.118,0.185,"dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]",0.067
"STRAP",0.118,0.185,"serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]",0.067
"ARL16",0.157,0.222,"ADP ribosylation factor like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]",0.065
"DDX5",0.863,0.926,"DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]",0.06300000000000006
"RBM27",0.049,0.111,"RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]",0.062
"FBXO11",0.049,0.111,"F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]",0.062
"SENP5",0.049,0.111,"SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]",0.062
"YIPF3",0.049,0.111,"Yip1 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:21023]",0.062
"TMEM87A",0.049,0.111,"transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]",0.062
"AEBP2",0.049,0.111,"AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]",0.062
"DNAJC16",0.049,0.111,"DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]",0.062
"SDHB",0.049,0.111,"succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]",0.062
"NFYC",0.049,0.111,"nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806]",0.062
"HYI",0.049,0.111,"hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]",0.062
"ZNF692",0.049,0.111,"zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]",0.062
"SMC6",0.049,0.111,"structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466]",0.062
"MOGS",0.049,0.111,"mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]",0.062
"SMPD4",0.049,0.111,"sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949]",0.062
"NMI",0.049,0.111,"N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]",0.062
"CRTAP",0.049,0.111,"cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]",0.062
"GORASP1",0.049,0.111,"golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769]",0.062
"QRICH1",0.049,0.111,"glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713]",0.062
"KLHL24",0.049,0.111,"kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]",0.062
"MAGEF1",0.049,0.111,"MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639]",0.062
"STAP1",0.049,0.111,"signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]",0.062
"ZNF76",0.049,0.111,"zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]",0.062
"CASP8AP2",0.049,0.111,"caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]",0.062
"MAP3K7",0.049,0.111,"mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]",0.062
"LTV1",0.049,0.111,"LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]",0.062
"TULP4",0.049,0.111,"TUB like protein 4 [Source:HGNC Symbol;Acc:HGNC:15530]",0.062
"MEPCE",0.049,0.111,"methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]",0.062
"TOP1MT",0.049,0.111,"DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]",0.062
"C9orf72",0.049,0.111,"C9orf72-SMCR8 complex subunit [Source:HGNC Symbol;Acc:HGNC:28337]",0.062
"SURF1",0.049,0.111,"SURF1 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:11474]",0.062
"NOLC1",0.049,0.111,"nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]",0.062
"NUP98",0.049,0.111,"nucleoporin 98 [Source:HGNC Symbol;Acc:HGNC:8068]",0.062
"FAM111A",0.049,0.111,"family with sequence similarity 111 member A [Source:HGNC Symbol;Acc:HGNC:24725]",0.062
"IPO8",0.049,0.111,"importin 8 [Source:HGNC Symbol;Acc:HGNC:9853]",0.062
"CSAD",0.049,0.111,"cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]",0.062
"SART3",0.049,0.111,"spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]",0.062
"ZNF84",0.049,0.111,"zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]",0.062
"NPTN",0.049,0.111,"neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]",0.062
"GNPTG",0.049,0.111,"N-acetylglucosamine-1-phosphate transferase subunit gamma [Source:HGNC Symbol;Acc:HGNC:23026]",0.062
"HMOX2",0.049,0.111,"heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]",0.062
"CLN3",0.049,0.111,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]",0.062
"CBFA2T3",0.049,0.111,"CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]",0.062
"ZNF414",0.049,0.111,"zinc finger protein 414 [Source:HGNC Symbol;Acc:HGNC:20630]",0.062
"DDX39A",0.049,0.111,"DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]",0.062
"CAPN12",0.049,0.111,"calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249]",0.062
"LIG1",0.049,0.111,"DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]",0.062
"ARFGEF2",0.049,0.111,"ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853]",0.062
"TRIOBP",0.049,0.111,"TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]",0.062
"WDR13",0.049,0.111,"WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]",0.062
"GPRASP1",0.049,0.111,"G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]",0.062
"IRAK1",0.049,0.111,"interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]",0.062
"FAM117A",0.088,0.148,"family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]",0.06
"UBE2E3",0.088,0.148,"ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]",0.06
"NOL8",0.088,0.148,"nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]",0.06
"CDC25B",0.088,0.148,"cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]",0.06
"BRWD1",0.088,0.148,"bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]",0.06
"ARID1A",0.088,0.148,"AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]",0.06
"PREPL",0.088,0.148,"prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228]",0.06
"ZSCAN16-AS1",0.088,0.148,"ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982]",0.06
"STK38",0.088,0.148,"serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]",0.06
"PCED1B",0.088,0.148,"PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]",0.06
"ITGB7",0.088,0.148,"integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]",0.06
"RNF166",0.088,0.148,"ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]",0.06
"TGIF1",0.088,0.148,"TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]",0.06
"AP1S2",0.088,0.148,"adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]",0.06
"OTUD5",0.088,0.148,"OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]",0.06
"OGT",0.353,0.407,"O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]",0.05399999999999999
"TPCN1",0.059,0.111,"two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182]",0.052000000000000005
"AHI1",0.059,0.111,"Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]",0.052000000000000005
"NXF1",0.059,0.111,"nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]",0.052000000000000005
"METTL4",0.059,0.111,"methyltransferase like 4 [Source:HGNC Symbol;Acc:HGNC:24726]",0.052000000000000005
"C1orf52",0.059,0.111,"chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:24871]",0.052000000000000005
"BDP1",0.059,0.111,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]",0.052000000000000005
"PURA",0.059,0.111,"purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]",0.052000000000000005
